,Rent,House ID,Square meters house,Number of Bedrooms,Location,Description,rent_per_sqrmeter
140,2300,2110558058,142,3,Akropoli (Athens)," 23/12/2020 - AKROPOLI, Apartment 142 sq.m., painted, 6th floor, penthouse, luxurious, for investment, at residential area, year of construction 2010, n/a, with  ...                        ",16.1971831
141,1500,2110460633,102,2,Kallimarmaro (Athens)," 23/12/2020 - KALLIMARMARO-METS: Within walking distance from Syntagma Sq. and the area close to the Presidential State Mansion, next to Goulandri Museum, in a f ...                        ",14.70588235
142,1200,2110469045,110,2,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - KOLONAKI, Apartment 110 sq.m., painted, 4th floor, luxurious, for investment, at residential area, year of construction 1975, n/a, with view lycabe ...                        ",10.90909091
143,2950,2110206177,250,2,Mets (Athens)," 23/12/2020 - METS, Detached House 250 sq.m., painted, 3 levels, ground floor, luxurious, for investment, at residential area, year of construction 1987, n/a, wi ...                        ",11.8
144,3500,2110409774,210,3,Plaka (Athens)," 23/12/2020 - PLAKA: Excellent maisonette 210sqm., 2nd-3rd floor, built in 1980, with exclusive use of terrace and view of the Acropolis, Lycabettus, monument of ...                        ",16.66666667
145,900,2110570550,110,2,Hilton (Athens)," 23/12/2020 - HILTON: In a very good location and in an extremely well-kept apartment building, a 3rd floor apartment is offered, 110 sq.m., corner, bright, cons ...                        ",8.181818182
146,800,2110495252,70,1,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - KOLONAKI, Maisonette 70 sq.m., painted, 2 levels, 2nd floor, luxurious, for investment, at residential area, year of construction 1966, n/a, with v ...                        ",11.42857143
147,1000,2110460631,73,2,Likavittos (Kolonaki - Lykavittos)," 23/12/2020 - LYKABETTOUS, Apartment 73 sq.m., painted, 3rd floor, luxurious, for investment, at residential area, year of construction 1974, reconstructed in 20 ...                        ",13.69863014
148,1800,219825759,240,3,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - KOLONAKI, Apartment 240 sq.m., painted, 3rd floor, luxurious, for investment, at residential area, for commercial use, year of construction 1965, n ...                        ",7.5
149,1500,2110441105,118,2,Kallimarmaro (Athens)," 23/12/2020 - METS: Corner apartment 118sqm, frontage, 3rd floor, radically renovated in 2020, extremely bright.It consists of a comfortable living room overlook ...                        ",12.71186441
150,620,2110525604,98,2,Exarcheia (Athens)," 23/12/2020 - EXARXEIA, Apartment 98 sq.m., painted, 1st floor, luxurious, for investment, at residential area, year of construction 1972, n/a, 2 b/r, living roo ...                        ",6.326530612
151,560,2110166954,74,1,Pagkrati Center (Athens)," 23/12/2020 - on Formionos at the height of Filolaou, penthouse 5th, 74sq.m., bright, airy, consists of reception area, living-dining area with possibility of 2n ...                        ",7.567567568
152,1000,2110163092,143,3,Hilton (Athens)," 23/12/2020 - Apartment 143 sq.m., painted, 1st floor, luxurious, for investment, at residential area, year of construction 1982, n/a, 3 b/r, living room, 2 bath ...                        ",6.993006993
153,700,219924960,68,2,Likavittos (Kolonaki - Lykavittos)," 23/12/2020 - LYKAVITTOS: Apartment of 68sqm, 1st floor, bright, without elevator, built in 1995, has a single kitchen living room, 2 bedrooms, bathroom with nat ...                        ",10.29411765
154,1240,217752685,75,2,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - Athens, Kolonaki, Apartment For Rent, 75 sq.m., Property Status: Amazing, Floor: 3rd, 2 Bedrooms 1 Kitchen(s), 1 Bathroom(s), 1 WC, Heating: Centra ...                        ",16.53333333
155,1380,217752667,90,2,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - Athens, Kolonaki, Apartment For Rent, 90 sq.m., Property Status: Refurbished, Floor: 1rst, 2 Bedrooms (2 Master), 2 Bathroom(s), Heating: Central N ...                        ",15.33333333
156,1520,217752683,88,2,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - Athens, Kolonaki, Apartment For Rent, 88 sq.m., Property Status: Refurbished, Floor: 5th, 1 Level(s), 2 Bedrooms 1 Kitchen(s), 1 Bathroom(s), 1 WC, ...                        ",17.27272727
157,7250,2110533201,280,3,Rigilis (Kolonaki - Lykavittos)," 23/12/2020 - On the 5th floor of an exclusive area building, Engel & Völkers offers you a top class modern apartment of 280 sqm, unfurnished. It consists of a s ...                        ",25.89285714
158,480,2110389988,70,1,Pedion Areos (Athens), 23/12/2020 -  ,6.857142857
159,700,2110297512,78,1,Mets (Athens), 23/12/2020 -  ,8.974358974
160,2300,2110557240,150,2,Likavittos (Kolonaki - Lykavittos)," 23/12/2020 - Furnished (Fully),Bedrooms (2),Master Bedrooms (1),Floor (3rd),Penthouse,Construction Status (Excellent),Year Built (1938),Renovation Year (2015),L ...                        ",15.33333333
161,3500,2110529999,185,3,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - Bedrooms (3),Master Bedrooms (1),Levels (1),Floor (3rd),Construction Status (Fully Renovated),Year Built (1955),Renovation Year (2020),Energy Class ...                        ",18.91891892
162,2450,2110524828,105,2,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - Furnished (Fully),Bedrooms (2),Master Bedrooms (1),Floor (Ground Floor),Construction Status (Excellent),Year Built (1958),Renovation Year (2019),Li ...                        ",23.33333333
163,850,2110577541,95,2,Mets (Athens), 23/12/2020 -  ,8.947368421
164,950,2110363383,110,2,Kato Ilisia (Athens)," 23/12/2020 - Fully renovated apartment of 110 sq.m, 4th floor, near Megaro Mousikis. The apartment is bright and consists of a comfortable reception area, moder ...                        ",8.636363636
165,850,2110538141,113,3,Girokomeio (Athens), 23/12/2020 -  ,7.522123894
166,750,2110574290,65,1,Kolonaki (Kolonaki - Lykavittos), 23/12/2020 -  ,11.53846154
167,320,2110167199,50,1,Fokionos Negri (Athens), 23/12/2020 -  ,6.4
168,700,2110570280,170,3,Ampelokipoi - Pentagon (Athens)," 23/12/2020 - Athens, Ampelokipoi, Apartment For Rent, 140 sq.m., Property Status: Amazing, Floor: 4th, 3 Bedrooms 1 Kitchen(s), 2 Bathroom(s), Building Year: 19 ...                        ",4.117647059
169,1250,2110566884,75,2,Plaka (Athens)," 23/12/2020 - Situated in the historical center of Athens (old town) Plaka, at the slope of ACROPOLIS in the oldest neighborhood of Europe in a pedestrian area a ...                        ",16.66666667
170,1360,219774067,85,2,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - *Price varies by duration of stay:     12+ month lease: 1,360 € /month     6 to 12 month lease: 1,440 € /month   2 to 6 month lease: 1,600 € /month ...                        ",16
171,2500,2110242519,110,2,Thiseio (Athens), 23/12/2020 - Neoclassical house in Thisseio close to the long pedestrian walk along the train thoroughly renovated. On a quiet street with no traffic this redes ...                        ,22.72727273
172,4500,217646971,180,3,Kolonaki (Kolonaki - Lykavittos), 23/12/2020 - KOLONAKI last floor penthouse 190 sqm with swimming pool & unobstructed view. Large verandas & exclusive roof garden with planted trees. 3 bedrooms ...                        ,25
173,680,2110385065,113,2,Likavittos (Kolonaki - Lykavittos), 23/12/2020 - SOLELY FURNISHED - NO AGENT FEE - BOOK YOUR VIEWING DIRECTLY WITH THE LANDLORD AT homi.one/20814                        ,6.017699115
174,530,218863603,50,1,Agios Artemios (Athens)," 23/12/2020 - Property Code: 87-45 -  FOR RENT newly built 1 Bedroom,  Apartment of total surface 50 sq.m, on the 2 nd floor Pagkrati Agios Artemios . The proper ...                        ",10.6
175,1000,2110389127,64,1,Gkyzi - Arios Pagos (Athens)," 23/12/2020 - 5th floor 64sqm fully furnished and equipped 1 bedroom,1 bathroom apartment, mount Lycabettus view from the balcony, wifi, small internal storage.  ...                        ",15.625
176,1520,217752670,101,2,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - Athens, Kolonaki, Apartment For Rent, 101 sq.m., Property Status: Refurbished, Floor: 4th, 2 Bedrooms Heating: Central Natural Gas, View: Unlimited ...                        ",15.04950495
177,1480,217752690,105,2,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - Athens, Kolonaki, Apartment For Rent, 105 sq.m., Property Status: Amazing, Floor: 2nd, 1 Level(s), 2 Bedrooms 1 Kitchen(s), 2 Bathroom(s), Heating: ...                        ",14.0952381
178,1420,217752675,104,2,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - Athens, Kolonaki, Floor Apartment For Rent, 104 sq.m., Property Status: Amazing, Floor: 2nd, 1 Level(s), 2 Bedrooms 1 Kitchen(s), 1 Bathroom(s), He ...                        ",13.65384615
179,1400,2110464886,155,2,Filopapou (Athens), 23/12/2020 - Neoclassical corner flat of 155 sqm closeby the Filopappou Hill. The property recalls of the single houses of the late 19th century-beginning of th ...                        ,9.032258065
180,2300,2110574022,142,3,Akropoli (Athens)," 23/12/2020 - Historical Centre, Akropoli - Apartment 142sqm furnished electrical appliances, bedrooms 3, master bedrooms 1, levels 1, 6th, penthouse, constructi ...                        ",16.1971831
181,1000,2110273245,160,3,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - Athens, Kolonaki, Floor Apartment For Rent, 160 sq.m., Floor: 3rd, 1 Level(s), 3 Bedrooms 1 Kitchen(s), 1 Bathroom(s), 1 WC, Heating: Central Natur ...                        ",6.25
182,2300,2110576872,142,3,Akropoli (Athens)," 23/12/2020 - Whole floor apartment 142 sq.m. with unrestricted view, 6th floor, airy, 3 bedrooms (the 1 master), built in 2010, 2 bathrooms, autonomous heating, ...                        ",16.1971831
183,1200,2110377403,200,4,Politechneio (Athens), 23/12/2020 - Located at the crossroad of the streets Stournari and Zaimi the building stands out with its impressive gentle conception. On the 3rd level we find ...                        ,6
184,3500,219911093,120,2,Kolonaki (Kolonaki - Lykavittos)," 23/12/2020 - For Rent Penthouse, Athens ,Kolonaki 120sq.m ,6th ,   1 level/s ,2 Bedroom/s ,2 bath/s , 1 parking , 1995 built year ,  features:  Elevator, Securi ...                        ",29.16666667
185,460,2110364337,85,1,Ag. Meletiou - Viktorias Sq. - Marni (Athens), 23/12/2020 -  ,5.411764706
186,590,2110489128,84,2,Kipseli (Athens)," 23/12/2020 - Athens, Kypseli, Apartment For Sale, 84 sq.m., Property Status: Refurbished, Floor: 3rd, 1 Level(s), 2 Bedrooms 1 Kitchen(s), 1 Bathroom(s), 1 WC,  ...                        ",7.023809524
187,1500,2110148117,118,3,Kallimarmaro (Athens)," 23/12/2020 - For Rent Apartment, Athens, Kallimarmaro, 118 sq.m., 1 Levels, 3rd Floor, 3 Bedrooms, (1 Master), 2 Bathrooms, 1 WC, 1 Κitchen/s,  Dours: Aluminum, ...                        ",12.71186441
188,380,2110149504,54,1,Ag. Meletiou - Viktorias Sq. - Marni (Athens), 23/12/2020 -  ,7.037037037
189,680,2110555907,50,1,Kato Ilisia (Athens), 23/12/2020 -  ,13.6
190,950,217057164,100,2,Ilisia (Athens)," 23/12/2020 - Athens center, Ilisia, Erifilis str., 100sq.m. furnished apartment on the 1st floor. Recently renovated, this modernly furnished and fully equipped ...                        ",9.5
191,1200,2110495343,50,1,Kolonaki (Kolonaki - Lykavittos), 23/12/2020 -  ,24
192,400,2110367760,50,1,Kato Patisia (Athens), 23/12/2020 -  ,8
193,750,2110372191,50,2,Kolonaki (Kolonaki - Lykavittos), 23/12/2020 -  ,15
194,850,2110564452,75,2,Akropoli (Athens)," 22/12/2020 - ACROPOLIS,  Furnished Apt for rent of exquisite decoration and concept, combining tradition with modern life 75 sq.m., 1 level, 1st floor, at resid ...                        ",11.33333333
195,950,2110564393,100,2,Akropoli (Athens)," 22/12/2020 - ACROPOLIS, GREAT ACROPOLIS' VIEW, Furnished Apt for rent of exquisite decoration and concept, combining tradition with modern life 100 sq.m., 1 lev ...                        ",9.5
196,330,2110564012,35,1,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 22/12/2020 - KOUKAKI, Close to the pedestrian road of Georg. Olympiou, Apt for rent 35 sq.m., given with white devices, plus kitchen table and chairs, 1 single  ...                        ",9.428571429
197,600,2110558158,92,2,Koukaki - Makrygianni (Athens - Center)," 22/12/2020 - KOUKAKI - MAKRYGIANNI, Apt for sale 92 sq.m., 1st floor, for investment, at residential area, for commercial use, year of construction 1970, in goo ...                        ",6.52173913
198,3000,2110479895,180,3,Kolonaki (Kolonaki - Lykavittos)," 22/12/2020 - KOLONAKI, A breath from the main Square, Luxurious Apt for Rent 180 sq.m., 1 level, 2nd floor, at residential area, for commercial use as well, in  ...                        ",16.66666667
199,600,2110280087,70,2,Fix (Koukaki - Makrygianni)," 22/12/2020 - KOYKAKI, Next to the famous and bohemian pedestrian str. of Georgiou Olympiou, renovated , refurbished and fully equipped apartment for sale of 70s ...                        ",8.571428571
200,950,2110070477,85,2,Kolonaki - Lykavittos (Athens - Center)," 22/12/2020 - KOLONAKI - LYKAVITTOS, Marvellous Lycabettus Hill VIew, Corner Penthouse Apt for rent 85 sq.m., 6th floor, at residential area, for commercial use  ...                        ",11.17647059
201,1500,2110079551,115,3,Filopapou (Athens)," 22/12/2020 - FILOPAPOU, Entire Floor Apt For Rent 115 sq.m., 1st floor, at residential area, for commercial use, year of construction 1993, renovated,  3 b/r, l ...                        ",13.04347826
202,800,219949122,50,1,Plaka (Athens)," 22/12/2020 - PLAKA, Flat 50 sq.m., fully furnished and luxuriously refurbished, 1st floor, at residential area, for commercial use as well, year of construction ...                        ",16
203,950,219749855,150,3,Mouseio (Athens)," 22/12/2020 - MOUSEIO, Unique Entire Floor Apt For Rent 150 sq.m., furnished or not, 2nd floor, luxurious, for investment as well, at residential area, for comme ...                        ",6.333333333
204,430,2110435557,22,1,Neapoli Exarcheion (Athens)," 22/12/2020 - SPACE: 22 m2 1st floor studio with small double bed (125 cm X 200 cm), kitchenette, fireplace & small balcony, ideal for 1 person or a couple.  NEI ...                        ",19.54545455
205,590,2110547156,67,2,Panormou (Athens)," 22/12/2020 - Bright and bright fully furnished apartment for rent, frontage 67 sq.m. in a three-storey building, in the area ""Ampelokipoi - Pentagon, Panormou"", ...                        ",8.805970149
206,1450,217747361,113,2,Kolonaki (Kolonaki - Lykavittos)," 22/12/2020 - Athens, Kolonaki, Apartment For Rent, 113 sq.m., Property Status: Amazing, Floor: 2nd, 2 Bedrooms 1 Kitchen(s), 1 Bathroom(s), 1 WC, Heating: Centr ...                        ",12.83185841
207,880,218393425,54,1,Kolonaki (Kolonaki - Lykavittos)," 22/12/2020 - Athens, Kolonaki, Apartment For Rent, 54 sq.m., Property Status: Amazing, Floor: 2nd, 1 Level(s), 1 Bedrooms 1 Kitchen(s), 1 Bathroom(s), Heating:  ...                        ",16.2962963
208,1950,217752680,103,2,Kolonaki (Kolonaki - Lykavittos)," 22/12/2020 - Athens, Kolonaki, Floor Apartment For Rent, 103 sq.m., Property Status: Amazing, Floor: 2nd, 2 Bedrooms (1 Master), Heating: Autonomous Natural Gas ...                        ",18.93203883
209,530,2110538134,43,1,Pagkrati Center (Athens)," 22/12/2020 - Athens, Pagrati, Apartment For Rent, 38 sq.m., Property Status: Refurbished, Floor: 7th, 1 Bedrooms 1 Kitchen(s), 1 Bathroom(s), Heating: Personal  ...                        ",12.3255814
210,350,2110464051,56,1,Exarcheia (Athens)," 22/12/2020 - Beautiful elevated groundfloor apartment of 56 sq.m. in Neapoli Exarchia. Quite bright and in excellent condition, it consists of a comfortable bed ...                        ",6.25
211,1400,2110014056,110,3,Pagkrati (Athens), 22/12/2020 - Varnava Square                        ,12.72727273
212,550,2110459793,92,2,Kerameikos (Athens)," 22/12/2020 - Beautiful 92 m2 apartment on the 2nd floor in a two-storey building, renovated in 2020, in excellent condition in Kerameikos. It has 2 large bedroo ...                        ",5.97826087
213,400,2110479704,62,2,Exarcheia (Athens)," 22/12/2020 - Very beautiful 62m2 apartment on an elevated ground floor in Exarchia. The apartment is quite bright, with a very good layout and beautiful aesthet ...                        ",6.451612903
214,380,2110094779,70,2,Exarcheia (Athens)," 22/12/2020 - The apartment has 2 bedrooms,with mosaic and marble floors,one kitchen, a living room and the reception hall.It is quite bright since it has its ow ...                        ",5.428571429
215,750,2110443026,76,1,Monastiraki (Athens), 22/12/2020 -  ,9.868421053
216,900,2110560783,125,3,Kinosargous (Athens)," 22/12/2020 - Property Code: 1-930 -  FOR RENT renovated 3 Bedrooms,  Apartment of total surface 125 sq.m, on the 2 nd floor Neos Kosmos Kinosargous . The proper ...                        ",7.2
217,350,2110553166,32,0,Ilisia (Athens)," 22/12/2020 - Athens, Ilisia, Studio For Rent, 32 sq.m., In Plot 1 sq.m., Property Status: Refurbished, Floor: 3rd, 1 Level(s), 1 Kitchen(s), 1 Bathroom(s), Heat ...                        ",10.9375
218,700,2110467450,90,2,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 22/12/2020 - Athens, Koukaki, Floor Apartment For Rent, 90 sq.m., In Plot 1 sq.m., Property Status: Amazing, Floor: 3rd, 1 Level(s), 2 Bedrooms 1 Kitchen(s), 1  ...                        ",7.777777778
219,500,2110466910,124,2,Ampelokipoi - Pentagon (Athens)," 22/12/2020 - Athens, Ampelokipoi, Apartment For Rent, 124 sq.m., In Plot 1 sq.m., Property Status: Good, Floor: 3rd, 1 Level(s), 2 Bedrooms 1 Kitchen(s), 1 Bath ...                        ",4.032258065
220,600,2110500907,70,2,Pagkrati (Athens)," 22/12/2020 - Athens, Pagrati, Apartment For Rent, 70 sq.m., In Plot 1 sq.m., Property Status: Amazing, Floor: 2nd, 1 Level(s), 2 Bedrooms 1 Kitchen(s), 1 Bathro ...                        ",8.571428571
221,520,2110501101,60,2,Goudi (Athens)," 22/12/2020 - Athens, Goudi, Apartment For Rent, 60 sq.m., In Plot 1 sq.m., Property Status: Amazing, Floor: 4th, 1 Level(s), 2 Bedrooms 1 Kitchen(s), 1 Bathroom ...                        ",8.666666667
222,200,2110384032,35,1,Ano Kipseli - Evelpidon (Athens), 22/12/2020 -  ,5.714285714
223,980,2110396526,70,1,Hilton (Athens)," 22/12/2020 - Hilton, 3 minutes from the metro stations ""Evangelismos"" and ""Megaro Mousikis"", completely and luxuriously renovated, 1 bedroom, open plan living r ...                        ",14
224,390,2110528067,45,1,Ano Kipseli - Evelpidon (Athens), 22/12/2020 -  ,8.666666667
225,480,2110279579,72,2,Athens Medical School (Athens)," 22/12/2020 - Bedrooms (2),Floor (Upper Floor),Year Built (1978),Renovation Year (2020),Energy Class (Γ),Living Room,Kitchen,Bathrooms (1),Heating Type (Central) ...                        ",6.666666667
226,700,2110524570,55,1,Hilton (Athens)," 22/12/2020 - Bedrooms (1),Levels (1),Floor (3rd),Construction Status (Fully Renovated),Year Built (1978),Renovation Year (2017),Energy Class (Γ),Living Room,Hal ...                        ",12.72727273
227,650,219927299,100,2,Koukaki - Pediki Chara (Koukaki - Makrygianni)," 22/12/2020 - Bedrooms (2),Floor (4th),Penthouse,Construction Status (Excellent),Year Built (1981),Energy Class (Γ),Living Room,Hall,Kitchen,Bathrooms (1),WC (1) ...                        ",6.5
228,3000,2110571279,150,3,Kolonaki (Kolonaki - Lykavittos)," 21/12/2020 - Located in a well kept building constructed in 1979, this apartment has been fully refurbished in 2009 with excellent architectural design and high ...                        ",20
